nombre,descripcion,municipio,provincia,latitud,longitud,type,tipo-comida,entorno,email,web,web_euskadi,categoria,calidad,valoracion,num_resenas,nivel_precio,url_imagen,nationalPhoneNumber
Arkupe,El restaurante Arkupe se encuentra situado en un edificio del siglo XVII en el mismísimo c...,Vitoria-Gasteiz,Araba/Álava,42.84701683,-2.67229971,Restauración,Restaurante,Vitoria-Gasteiz,reservas@restaurantearkupe.com,https://www.restaurantearkupe.com/,https://turismoa.euskadi.eus/es/restaurantes/restaurante-arkupe/webtur00-content/es/,restaurantes,False,4.3,2022.0,PRICE_LEVEL_EXPENSIVE,https://places.googleapis.com/v1/places/ChIJYXYAtm7CTw0Rn_rcLkiPugs/photos/Ab43m-url7FMzhY3U6BU8NLFDF4oLCIsi0rbxGGi5tueZnfSaH1kPAjqz0R0xvr8P1SU3ctgA93Up_UDXnhaWvLENTq0ABaa_i1qoXq_HNVZg9qz7FKb7zUy7Gw-FVXAqRgwpSyenjc1OcksK8LJ4fmqGnGrSHYRweX6tWNnjm0HA_dSObMU3rk6yvY4Sxz6KFPN-VZsnP6GxKD_dvSK0OjgEQc04a7KEdBpUWCfxucWRlxBL277O9Lj6Jm7J7ih4h7KOXAXjviAm-JSOy5QJl2X4TW8VTT50ovV4hodkhYmDLJE-CNOimasO3H3tmrcQ4BrB9p4ZL6W3XQgyWK1uffAdwkpU9m76_jOtUDGjniTXXV6S79FjeQGZT0MRBPVCD7s8u5zmJoKVUV0yWPCjvGluv75ZJn05Uf95FmUJOXB8_uPj7qb/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,945 23 00 80
Arlobi,"El restaurante fue inaugurado en el año 1982. Ofrece platos de la cocina tradicional, junt...",Zuia,Araba/Álava,42.968627,-2.8254722000000356,Restauración,Restaurante,Montes y Valles vascos,,,https://turismoa.euskadi.eus/es/restaurantes/restaurante-arlobi/webtur00-content/es/,restaurantes,False,4.5,38.0,,https://places.googleapis.com/v1/places/ChIJFU-YO-W2Tw0Re-T-akbag1U/photos/Ab43m-tLIMsa01INjgUhDkBObwhM1ZY-SIEqZFThicD3ddvLj3TjVCbIz-sXIK7V0T0p2O4SaLwC7eeKrgse_LmTwVG2vjvyMkLWijyIT0-Cxx7X9mhPm09H9i4_5LI_EUVsVoNTY4Tamir2lqV6ufI4_bMgj5452JBsLFN0srEvuBEmFsXcitYpLppV0xoHKwC1Z2pKIOViD4eNMhRKJLlZ6C9314vhK14Cyud6ZkD_8V7g5q-F6UP3jQIRuEdMT23hhXgzZ77Bq0RJMivABt8uyHst5FEjlcldSaC-Qf-b_SpDgvUzSDDa2QOlAb8IMtuZeyt3P6rsg9ptsqFcNV3lyHO_YiUH6eFX50uwn6Iqn7zUkBAZcKU1oqKjvOuzA0UMoBXziLrbmmoo707wvQ5bywfM2OEJ5KfiERz8vVoeFQxddu1vZj1584YcWSJfT3yg/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,
Asador Nicolás,"Asador tolosarra de alto nivel gastronómico, especializado en chuleta a la parrilla.Abri&o...",Tolosa,Gipuzkoa,43.0507807,-2.1744642,Restauración,Asador,Montes y Valles vascos,info@asadorcasanicolas.com,https://asadornicolas.com/,https://turismoa.euskadi.eus/es/restaurantes/asador-casa-nicolas/webtur00-content/es/,restaurantes,True,4.5,569.0,PRICE_LEVEL_EXPENSIVE,https://places.googleapis.com/v1/places/ChIJlRvtcGdLUA0RLqWgbo90Ods/photos/Ab43m-sTjsv_D-zta4vb0PnPFV0l1W_luYApx9ke9zTh3b7x_7aon3xiWAI0rliRYV767bLcSoH8jnhnPEhB3IyoHcpo2NMAhfyCBSs5n0gojphHoxOHU8d8zDJqwpXjoM8MV-Lmm8C7AVxWjHEyAT6oACtxd7RvttKLwIeGa3MM9salXny33q8jC3AyOvPtiJptiQ28d87TXseEJ0FEamX5Nr5-zQeFmT1HNjmtfdp-vSmzzXBf82URz2Yvdnk6hidgzCXp3lCnC2owutIGsMf4GRXsmJ-W6QCQ5GoDuT69GvuCug/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 65 47 59
San Martin,Asador situado en el barrio San Martín y con vistas a la playa. Dispone de una carta varia...,Orio,Gipuzkoa,43.28076707095564,-2.1212947368621826,Restauración,Asador,Costa Vasca,info@asadorsanmartin.com,https://www.asadorsanmartin.com/,https://turismoa.euskadi.eus/es/restaurantes/asador-san-martin/webtur00-content/es/,restaurantes,False,4.6,1735.0,PRICE_LEVEL_MODERATE,https://places.googleapis.com/v1/places/ChIJzbXBPbK3UQ0RVOrWk6rbO0Y/photos/Ab43m-v86phJmJkTo_zDsx0xl3CiKbLFLXD_Ahya2IsD93ATVI5rcOsXZgaIybw4-CBpCGQJtocQ5CMxO_4rChaBqq26n6kn6KqfyWdh6IyQwOZmDayQpUIRJQj8869SFc1aoGtmwAipjAIK6UUzTconIVc_ADZfkaUcuwxjhzIYSnkhTrVBd67_zWascG97UmMvPuxjxl6zkDYEFQ3HTWSN8KxSlPsooZ1h1IfDYJai6tp7AuUZntBW7AJe4zPHg3bsL5nEXdcVMp1cdwy-vV0euKzjnh9NNOKGCzV6BKTQTo_uuv8hvCNCn7Ujp78DudCQ5TvJvF_HcR6r6SnJkJvAnU2xevUY8jg4pICcIALFSWXgzDJ1cuT8cjA3hNAOYLZdUDR9ciiKLET0cPsL-9Kz0RbKjC0Oxn_t2tvpA358UA1j1g/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 58 00 58
Urkiola,En el asador Urkiola ubicado en Beasain podremos degustar carnes y pescados de gran calidad con u...,Beasain,Gipuzkoa,43.04729034,-2.19531265,Restauración,Asador,Montes y Valles vascos,,,https://turismoa.euskadi.eus/es/restaurantes/asador-asador-urkiola/webtur00-content/es/,restaurantes,True,4.5,197.0,PRICE_LEVEL_EXPENSIVE,https://places.googleapis.com/v1/places/ChIJAVCF9O82UA0RKaLYDsBxirY/photos/Ab43m-vkEUZvbFJk1P9tduXfEFZZCFvJXqeFOkGStD4w1szGKiVDUJLFQmA93c6nphXoFoNfjAM_ohYocyUYNqxdlARV6KJdMVDhWJjEpprT4McHoGkpl50axAcvqB6cuVZBn6VpvT2ncAtFUoJZt-UKvrGBhdy2WLT9XZWL70pm79YiNydgUmDX8mwQayY5CYEO5v2k3tRp2CDw--1b-_s2mXrpD7QUU59Kkr9U48UPLbXuoBfc90vx9W-HD38JrRtsbb5TFK3duHxGbyKQqsN-k4I2GpHWAg2OVdFOeZw8SyqfJH1_BUladO3WESmrxHRvDsViwTf8DmbKOG5gcTwYwfd0d_XbKKun0twC9S2QUIM-V2-Oa6FAcAsBT7SQVO1vOWdkiqw0JL5Mghii-owhD_Sx8tiWGJW3gonjfnKJ515Te2fTQeonwYP4h9QGmA/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 08 61 31
Astelena,Está ubicado en la parte vieja de San Sebastián y ofrecen cocina vasca moderna.Ande...,Donostia / San Sebastián,Gipuzkoa,43.32415624,-1.98247745,Restauración,Restaurante,"Costa Vasca,San Sebastián",info@restauranteastelena.com,https://restauranteastelena.com/,https://turismoa.euskadi.eus/es/restaurantes/restaurante-astelena/webtur00-content/es/,restaurantes,True,4.6,1589.0,PRICE_LEVEL_EXPENSIVE,https://places.googleapis.com/v1/places/ChIJ19jyY06lUQ0RlT7izQh1XdU/photos/Ab43m-u0OH8YEULeGVD_6NPI1gb9OCW5M_QibxyZuI_nDSIIfuN1CsNUcNpf-Jxi-yK3KFnvsesP5vHGzOPz558K03Pk87xzEFegT6glcr5Z0tOxYRqutvROgGERs3cCqL6E3SIGfw39GwniGFUX8DBbxHSQExsk5DDgCdh8ii80F8wjBKyxw0E6dJAR9gxjizVK3of17yHLTPI3DSx6fDtTwz7H8-rEaTbgGiif6o0cZQyqGx2CUR6k0xZ5Ck5YFH2TyfnR9CjxhqmCPWLbK0g918wNMgQskO_v4N48CHiOHKeGyAreiXb7LN0qkKo49VV0WOrwWo3Zq7088pJ0xqTv64MQXgB8Tr2XhcILL8dnQZAQq1Vz5jiJcSDipaJ5Sau8_fUz4DZamF6Qsaii7hsBeZFZ0hadF_Zuspqpx0agp-PG1pRw/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 42 58 67
Atalaia,Dispone de una bodega para acompañar cada plato con el vino que corresponda. La carta est&...,Irun,Gipuzkoa,43.32238144,-1.83356007,Restauración,Restaurante,Costa Vasca,info@hotelatalaia.com,https://hotelatalaia.com/restaurante,https://turismoa.euskadi.eus/es/restaurantes/restaurante-atalaia/webtur00-content/es/,restaurantes,True,4.6,806.0,,https://places.googleapis.com/v1/places/ChIJvUOobvQIUQ0RWRF51_BS7wY/photos/Ab43m-sYmTJHSP1HzyiAgF4npNkjdxfDVyqFE8S53Zm1wb8zlC0cr5ioIg8rIWHHG38SU9mZB01iBi4dz8xz4nZogvHkUN1doHyMGTWj9mV_oNTtujIIYF3-AlRnwrIybznKH0ZX3EZSa1bHu_PJlx1KBoAwwdRrswVp828GBWUJKBD97aew5FnhGv7mRXhQPiOc0BnrwSo4MIVPkld75Tux8MNjgp8OUS23nLriLZAeNdm7QkFxg_EbrRpC3LnJC17DZzhbpzxpEiNdi3imXY5ipdhzPGlap1ICOl6olH3ZruYDog/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 63 55 18
Azkue,"Los fogones del Restaurante Azkue, en su cuarta generación, esmeran su trabajo para poder ...",Getaria,Gipuzkoa,43.28657468,-2.20608351,Restauración,Restaurante,Costa Vasca,,https://hotelazkue.com/restaurante.php,https://turismoa.euskadi.eus/es/restaurantes/restaurante-azkue/webtur00-content/es/,restaurantes,False,4.2,398.0,,https://places.googleapis.com/v1/places/ChIJ5YcUkcTIUQ0Ro9hhZEgs40M/photos/Ab43m-sxgZOJmfMFx2lMb5gIjRpQlSVwGEcVtCt2e0HjuC67K9J3kym4O9eBHEzQdsD-R3o6HH-IHFjU9ZBhBuA0KqmyLJC7loowJSe7a9vlmaFE5sI7Bujlgmu6u6KOOn5EvUEt8Wf-EVagnWfGIh4FwhyU9TlbiYmwdWFWm96MqE3PpLYINEdK3uNH0X4jdsuI2DwmqRmiHUhYe7gyCzt7rZyfZO0Vd86JBkx8gulOS-nvMb0XrR0KRcEFdoWuc8wx_3EWxHO6IhZPDki20WQObyVnSMu9-CDD3Lvf6Isxpe9SRA/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 83 05 54
Azurmendi,"Azurmendi está ubicado en un bello paraje y rodeado de verde.La cocina de su cocinero, Ene...",Larrabetzu,Bizkaia,43.26057330760114,-2.815940000327153,Restauración,Restaurante,Montes y Valles vascos,info@azurmendi.biz,https://azurmendi.restaurant/,https://turismoa.euskadi.eus/es/restaurantes/restaurante-azurmendi/webtur00-content/es/,restaurantes,True,4.7,1899.0,PRICE_LEVEL_VERY_EXPENSIVE,https://places.googleapis.com/v1/places/ChIJCeEOclRITg0R_hLIpCMim5A/photos/Ab43m-vIEvzpbLLURWYM48MIsHRLL9vhQsqf_RXhDZtvh6ylxvP5CAwsdrHwLGyKwIpdduXRlSJvpvHMkVEsEd7Isz90MQgDJV3LK27dCUkXQpbgvG_LmZBT0sbIr6Nggewfv2ptUk_2F6_vHvgKNoNbIpcLrZv1PdCruXlqu-_AgdzOr_30m5J0QPIuofVapnZG0piixBbxKBGQzZJdh1v8GSSu5pJRNhwdq7uhtOtdHmZDiTcL2g8UQ--nkkF-sN5ZAV5XrHXGxCKOVumD1W5kk9bq9Z_MRyp11d2HLK87H-xLb_Mzlw5uphEIUaSa3rOxwPaPKSSxKFZFMZP_nDVp6F2dtqlHuQ6KmA6-kPapmbBWwinCRK74mlXZ5Sx9knaAic1oFCrG6qUXKftY31fL3trfTHBxvIkj5kmWwXLPCiCEmA/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,944 55 83 59
Baserri Maitea,"Ubicado en un hermoso caserío del siglo XVIII sobre la Reserva de Urdaibai, ofrece una coc...",Forua,Bizkaia,43.339609,-2.680343,Restauración,Restaurante,"Costa Vasca,Montes y Valles vascos",baserrimaitea@baserrimaitea.com,https://www.baserrimaitea.com/,https://turismoa.euskadi.eus/es/restaurantes/restaurante-baserri-maitea/webtur00-content/es/,restaurantes,False,4.6,1243.0,PRICE_LEVEL_EXPENSIVE,https://places.googleapis.com/v1/places/ChIJkQB7Wso7Tg0R6qtePIoTbuY/photos/Ab43m-tSd0BGadZ3TU49mnu3FBooujF2MHZ9QzwCyD0EPXMZr2WYF6NoNBdlDF3IaLSbxAoJNO9YPrq46yICnnnhNMGmxcNzdyoTWaXD4c3r_ws5aP-0rmITXLvIXgSo7u_9U2WEJvQZStIVnW2UpctYSt9xReu8OpUFKumWtNLyqyDjwzNDzl3pfgFKmU_hGKVd5o81KK3RZmrB3Epfq43gJSNQGlN1avThtmOxVOgSm7LnwbWmKFfflBA9F9xGsAsm10em_ziPBKxa41xs0agPcv7ZE5d4AtGxuPDER-AyUK8PlSdKGyRet1mBaXjAy6K3eh5KWHLEgx29EO3GHvuQxFu5mqfApYV12RjJM0WFS_B4vN5D3MeFUV5RnVKU7iWQIZLDk75jx-Q5qjDxWrvpBNRJiMRFZnWpfLsI_QNb0yOKjfM/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,946 25 34 08
