id,user_id,gastro_id,puntuacion,texto,created_at
49,1189,1,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-13 17:03:00
50,508,1,3,"Buen ambiente, pero la comida nos dejó un poco indiferentes.",2026-04-23 12:18:00
51,1387,1,4,"Todo muy rico, buena atención y raciones generosas.",2026-04-11 13:19:00
52,1505,1,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-11 12:34:00
53,1632,1,1,El peor sitio en el que he comido últimamente. Una estafa.,2026-05-07 12:46:00
54,270,1,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-06 13:07:00
55,474,1,2,Decepcionante. El servicio fue bastante despistado y la comida llegó fría.,2026-05-05 17:38:00
56,264,1,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-04-21 12:27:00
57,1323,1,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-04-05 18:24:00
58,1552,1,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-08 22:14:00
59,1740,1,4,Muy buena comida y ambiente agradable. Volveremos.,2026-05-06 12:42:00
60,374,1,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-05-18 20:25:00
61,721,1,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-03-26 15:01:00
62,1630,1,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-09 19:26:00
63,444,1,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-03-11 22:37:00
64,813,1,3,Comida correcta sin grandes sorpresas. El servicio podría mejorar un poco.,2026-03-27 20:02:00
65,1617,1,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-05-28 16:21:00
66,1622,1,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-05-17 17:03:00
67,777,1,4,"Todo muy rico, buena atención y raciones generosas.",2026-03-27 22:15:00
68,382,1,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-03-02 22:32:00
69,1899,2,3,"Buen ambiente, pero la comida nos dejó un poco indiferentes.",2026-03-05 12:56:00
70,1147,2,4,Muy buena comida y ambiente agradable. Volveremos.,2026-05-17 22:49:00
71,1032,2,4,Muy buena comida y ambiente agradable. Volveremos.,2026-04-27 13:23:00
72,477,2,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-05-07 14:38:00
73,801,2,4,"Todo muy rico, buena atención y raciones generosas.",2026-03-08 13:20:00
74,579,2,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-05-04 13:24:00
75,1316,2,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-20 22:07:00
76,1561,2,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-16 13:35:00
77,1838,2,3,"Buen ambiente, pero la comida nos dejó un poco indiferentes.",2026-04-08 22:52:00
78,1190,2,3,Sitio normal. El producto es bueno pero la ejecución se queda algo justa.,2026-04-19 13:04:00
79,452,2,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-04-26 16:16:00
80,441,2,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-03-08 17:27:00
81,13,2,4,"Todo muy rico, buena atención y raciones generosas.",2026-04-18 17:58:00
82,1667,2,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-04-22 18:20:00
83,1072,2,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-04-07 15:55:00
84,109,2,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-04-12 18:53:00
85,238,2,4,"Todo muy rico, buena atención y raciones generosas.",2026-03-13 14:28:00
86,1555,2,3,"Buen ambiente, pero la comida nos dejó un poco indiferentes.",2026-05-19 14:27:00
87,394,2,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-03-11 17:17:00
88,286,2,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-03-09 20:40:00
89,38,2,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-08 14:35:00
90,1961,2,2,Decepcionante. El servicio fue bastante despistado y la comida llegó fría.,2026-04-09 21:29:00
91,1630,2,4,"Todo muy rico, buena atención y raciones generosas.",2026-04-13 12:35:00
92,1130,2,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-05-11 18:21:00
93,1475,2,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-04-22 22:54:00
94,1356,2,2,No tuvimos una buena experiencia. Mucha espera.,2026-05-27 20:33:00
95,1454,2,4,Muy buena comida y ambiente agradable. Volveremos.,2026-04-14 22:21:00
96,408,2,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-13 14:00:00
97,958,2,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-18 16:08:00
98,896,2,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-05-19 21:26:00
99,1688,2,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-28 17:00:00
100,543,2,3,Comida correcta sin grandes sorpresas. El servicio podría mejorar un poco.,2026-03-25 22:07:00
101,847,2,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-04-28 17:01:00
102,827,2,4,Muy buena comida y ambiente agradable. Volveremos.,2026-04-26 20:17:00
103,1114,2,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-04-21 13:35:00
104,1785,2,4,"Todo muy rico, buena atención y raciones generosas.",2026-05-07 12:06:00
105,1719,2,4,Muy buena comida y ambiente agradable. Volveremos.,2026-03-11 19:13:00
106,1211,2,4,"Todo muy rico, buena atención y raciones generosas.",2026-03-22 16:05:00
107,1530,2,4,"Todo muy rico, buena atención y raciones generosas.",2026-05-14 20:43:00
108,905,2,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-03-18 13:01:00
109,1202,3,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-04-27 17:41:00
110,1565,3,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-18 20:12:00
111,670,3,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-20 14:46:00
112,1865,3,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-05 21:03:00
113,1880,3,4,"Todo muy rico, buena atención y raciones generosas.",2026-03-28 16:50:00
114,999,3,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-03-27 14:17:00
115,1381,3,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-04-23 14:29:00
116,940,3,2,Decepcionante. El servicio fue bastante despistado y la comida llegó fría.,2026-05-06 12:48:00
117,76,3,4,Muy buena comida y ambiente agradable. Volveremos.,2026-03-22 18:41:00
118,383,3,4,"Todo muy rico, buena atención y raciones generosas.",2026-05-16 12:19:00
119,1047,3,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-04-17 20:05:00
120,1334,3,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-22 18:09:00
121,796,3,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-05 20:02:00
122,1149,3,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-03-01 13:22:00
123,1654,3,3,"Buen ambiente, pero la comida nos dejó un poco indiferentes.",2026-05-28 16:21:00
124,1175,3,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-06 15:55:00
125,1487,3,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-14 18:12:00
126,1877,3,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-03-08 22:31:00
127,1517,3,4,Muy buena comida y ambiente agradable. Volveremos.,2026-03-12 20:55:00
128,612,3,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-24 19:54:00
129,1263,3,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-03-23 16:40:00
130,1456,3,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-05-15 21:30:00
131,1221,3,4,Muy buena comida y ambiente agradable. Volveremos.,2026-05-07 15:07:00
132,915,3,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-12 22:39:00
133,1032,3,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-03-06 14:13:00
134,1599,3,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-03-14 18:01:00
135,358,3,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-05-05 22:50:00
136,1975,3,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-10 17:25:00
137,1785,3,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-16 19:56:00
138,1101,3,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-27 19:08:00
139,1730,3,4,Muy buena comida y ambiente agradable. Volveremos.,2026-03-26 20:14:00
140,60,3,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-15 21:40:00
141,604,3,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-05-02 22:35:00
142,1504,3,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-25 22:05:00
143,608,3,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-15 20:52:00
144,555,3,4,"Todo muy rico, buena atención y raciones generosas.",2026-05-27 13:52:00
145,1468,3,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-03-10 13:37:00
146,1590,3,4,Muy buena comida y ambiente agradable. Volveremos.,2026-05-03 19:36:00
147,1832,4,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-07 22:51:00
148,1965,4,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-03-18 19:35:00
149,1378,4,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-04-02 19:53:00
150,440,4,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-03-21 15:41:00
151,276,4,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-03-16 16:05:00
152,1126,4,4,Muy buena comida y ambiente agradable. Volveremos.,2026-03-21 16:13:00
153,1522,4,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-10 22:02:00
154,38,4,3,Sitio normal. El producto es bueno pero la ejecución se queda algo justa.,2026-03-09 20:10:00
155,1534,4,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-05-21 21:34:00
156,1542,4,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-03-16 20:22:00
157,345,4,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-04-18 19:05:00
158,964,4,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-03-02 18:24:00
159,885,4,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-04-03 22:39:00
160,496,4,3,Comida correcta sin grandes sorpresas. El servicio podría mejorar un poco.,2026-03-06 14:35:00
161,1341,4,4,Muy buena comida y ambiente agradable. Volveremos.,2026-04-17 18:17:00
162,1149,4,3,"Buen ambiente, pero la comida nos dejó un poco indiferentes.",2026-03-21 19:05:00
163,901,4,4,Muy buena comida y ambiente agradable. Volveremos.,2026-03-12 14:36:00
164,1404,4,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-03-25 19:55:00
165,528,4,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-05-05 17:11:00
166,326,4,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-03-18 14:00:00
167,1681,4,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-03 19:40:00
168,1512,4,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-05-22 17:32:00
169,634,4,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-03 22:37:00
170,99,4,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-04-21 15:07:00
171,405,4,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-08 21:43:00
172,1486,4,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-05-22 14:19:00
173,1233,4,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-03-18 12:21:00
174,1189,4,4,"Todo muy rico, buena atención y raciones generosas.",2026-05-06 19:37:00
175,1712,4,4,Muy buena comida y ambiente agradable. Volveremos.,2026-05-08 19:48:00
176,341,4,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-20 22:30:00
177,251,4,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-03-03 12:39:00
178,630,4,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-03-10 18:16:00
179,1576,4,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-15 16:09:00
180,1163,4,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-05-21 12:28:00
181,1642,4,4,"Todo muy rico, buena atención y raciones generosas.",2026-03-04 15:53:00
182,15,4,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-03-15 18:17:00
183,144,4,3,Sitio normal. El producto es bueno pero la ejecución se queda algo justa.,2026-04-25 16:16:00
184,487,4,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-24 18:30:00
185,1078,4,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-28 14:06:00
186,483,4,3,"Buen ambiente, pero la comida nos dejó un poco indiferentes.",2026-03-18 15:13:00
187,604,5,1,El peor sitio en el que he comido últimamente. Una estafa.,2026-03-17 12:26:00
188,1158,5,4,"Todo muy rico, buena atención y raciones generosas.",2026-04-14 21:57:00
189,1954,5,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-03-28 20:37:00
190,475,5,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-12 12:06:00
191,471,5,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-03-07 19:39:00
192,1710,5,3,Sitio normal. El producto es bueno pero la ejecución se queda algo justa.,2026-03-16 18:32:00
193,1528,5,3,Comida correcta sin grandes sorpresas. El servicio podría mejorar un poco.,2026-03-12 20:05:00
194,1752,5,1,Una experiencia terrible. Mal trato por parte del personal y comida incomible.,2026-03-04 18:07:00
195,1543,5,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-20 22:33:00
196,1089,5,4,"Todo muy rico, buena atención y raciones generosas.",2026-04-04 15:20:00
197,999,5,2,Demasiado caro para lo que ofrecen. El producto no nos pareció tan fresco.,2026-03-01 13:48:00
198,927,5,3,Sitio normal. El producto es bueno pero la ejecución se queda algo justa.,2026-03-22 19:40:00
199,1454,5,3,Sitio normal. El producto es bueno pero la ejecución se queda algo justa.,2026-05-04 13:52:00
200,1763,5,1,Una experiencia terrible. Mal trato por parte del personal y comida incomible.,2026-05-28 19:21:00
201,616,5,4,"Todo muy rico, buena atención y raciones generosas.",2026-03-06 13:22:00
202,1230,5,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-04-05 19:54:00
203,358,5,1,Una experiencia terrible. Mal trato por parte del personal y comida incomible.,2026-04-18 14:05:00
204,1080,5,3,Comida correcta sin grandes sorpresas. El servicio podría mejorar un poco.,2026-04-22 18:56:00
205,1923,5,1,Una experiencia terrible. Mal trato por parte del personal y comida incomible.,2026-04-15 12:28:00
206,885,5,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-12 13:03:00
207,1698,5,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-06 22:04:00
208,1597,5,3,Sitio normal. El producto es bueno pero la ejecución se queda algo justa.,2026-05-23 20:15:00
209,1183,5,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-04 14:00:00
210,1950,5,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-20 16:16:00
211,1522,5,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-03-26 15:23:00
212,1941,5,4,Muy buena comida y ambiente agradable. Volveremos.,2026-05-14 13:36:00
213,585,5,4,"Todo muy rico, buena atención y raciones generosas.",2026-04-09 18:54:00
214,1703,5,4,"Todo muy rico, buena atención y raciones generosas.",2026-05-28 16:14:00
215,1037,5,2,No tuvimos una buena experiencia. Mucha espera.,2026-05-27 20:11:00
216,1007,5,4,"Todo muy rico, buena atención y raciones generosas.",2026-04-14 12:35:00
217,1505,6,4,"Todo muy rico, buena atención y raciones generosas.",2026-04-18 13:43:00
218,1181,6,4,"Todo muy rico, buena atención y raciones generosas.",2026-05-18 22:39:00
219,754,6,2,Decepcionante. El servicio fue bastante despistado y la comida llegó fría.,2026-03-10 13:55:00
220,1681,6,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-03-08 13:58:00
221,1027,6,3,Comida correcta sin grandes sorpresas. El servicio podría mejorar un poco.,2026-03-26 21:55:00
222,633,6,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-04-24 12:08:00
223,638,6,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-27 12:48:00
224,1721,6,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-14 20:43:00
225,569,6,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-03-07 18:19:00
226,971,6,3,Comida correcta sin grandes sorpresas. El servicio podría mejorar un poco.,2026-05-09 20:10:00
227,1810,6,4,"Todo muy rico, buena atención y raciones generosas.",2026-05-13 12:04:00
228,969,6,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-19 19:28:00
229,1215,6,4,"Todo muy rico, buena atención y raciones generosas.",2026-03-21 12:18:00
230,1728,6,4,Muy buena comida y ambiente agradable. Volveremos.,2026-03-26 18:12:00
231,305,6,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-24 20:39:00
232,1781,6,2,Decepcionante. El servicio fue bastante despistado y la comida llegó fría.,2026-04-07 14:48:00
233,882,6,3,"Buen ambiente, pero la comida nos dejó un poco indiferentes.",2026-03-10 13:12:00
234,928,6,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-03-13 17:25:00
235,1621,6,4,Muy buena comida y ambiente agradable. Volveremos.,2026-03-28 17:36:00
236,39,6,4,"Todo muy rico, buena atención y raciones generosas.",2026-04-03 20:14:00
237,792,6,1,Una experiencia terrible. Mal trato por parte del personal y comida incomible.,2026-04-11 13:19:00
238,722,6,4,"Todo muy rico, buena atención y raciones generosas.",2026-03-18 20:04:00
239,21,6,4,"Todo muy rico, buena atención y raciones generosas.",2026-04-08 20:22:00
240,1334,6,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-03-06 15:35:00
241,63,6,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-03-22 18:16:00
242,603,6,4,"Todo muy rico, buena atención y raciones generosas.",2026-04-21 17:12:00
243,1550,6,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-03-25 17:30:00
244,238,6,4,Muy buena comida y ambiente agradable. Volveremos.,2026-05-21 14:39:00
245,885,6,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-05-26 12:35:00
246,864,6,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-03-28 16:30:00
247,1951,6,4,"Todo muy rico, buena atención y raciones generosas.",2026-04-02 14:17:00
248,6,6,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-13 13:13:00
249,160,6,2,Demasiado caro para lo que ofrecen. El producto no nos pareció tan fresco.,2026-04-04 22:52:00
250,507,6,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-03 17:18:00
251,1049,6,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-05-05 12:59:00
252,1969,6,3,Comida correcta sin grandes sorpresas. El servicio podría mejorar un poco.,2026-04-10 13:56:00
253,583,7,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-03-14 13:25:00
254,24,7,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-28 15:38:00
255,906,7,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-05-24 21:49:00
256,1775,7,4,"Todo muy rico, buena atención y raciones generosas.",2026-04-16 17:45:00
257,193,7,4,Muy buena comida y ambiente agradable. Volveremos.,2026-05-24 17:35:00
258,1485,7,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-03-28 16:11:00
259,1399,7,4,Muy buena comida y ambiente agradable. Volveremos.,2026-03-15 15:46:00
260,1747,7,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-10 18:29:00
261,1027,7,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-02 16:44:00
262,1180,7,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-03-21 16:53:00
263,1935,7,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-05-11 13:48:00
264,1225,7,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-17 18:47:00
265,1847,7,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-03-14 13:44:00
266,1039,7,2,No tuvimos una buena experiencia. Mucha espera.,2026-03-09 12:33:00
267,729,7,4,Muy buena comida y ambiente agradable. Volveremos.,2026-04-08 21:58:00
268,1499,7,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-08 21:43:00
269,1156,7,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-05-01 16:58:00
270,228,7,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-04-19 19:17:00
271,56,7,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-17 13:49:00
