Nombre,Descripción,Tipo de lugar,Dirección,Municipio,Provincia,Postal Code,Marcas,Email,Teléfono,WEB,URL amigable,Visita Guiada,Capacidad,Tienda,Tipo de Cultura,Coordenadas GPS,LATWGS84,LONWGS84,valoracion,num_resenas,url_imagen
Monasterio de Zenarruza,"Declarado Monumento Nacional de Euskadi, el Monasterio de Zenarruza, antigua colegiata, se encuen...",Patrimonio cultural,CL Zenarruza 11,Ziortza-Bolibar,Bizkaia,48279.0,Montes y Valles vascos,comunidad@monasteriozenarruza.net,946 164 179,https://monasteriozenarruza.net/,https://turismoa.euskadi.eus/es/patrimonio-cultural/monasterio-de-zenarruza/webtur00-content/es/,1.0,0.0,1.0,Patrimonio Cultural,"43.24845524092432,-2.561749469311503",43.24845524092432,-2.561749469311503,4.7,163.0,https://places.googleapis.com/v1/places/ChIJi5FDa8YvTg0R6-CExKMsj1Q/photos/Ab43m-uSqjgAD_a25Fbg4Gv9sL5wgMoUESk8cBMBo3nm7a8bsMGYLbClECnMo9V1d7jxH3lzCF0WIPlEKd4An7BSbWkp-jq1g3aK5uFh2pd_tf24k0TaoaTvuxUX8aRIwoPvmUSplslgJpI7ntjqKStPdP5HmDy3X5F9REjXd2VmCHWaiZzcuKO_aEZaegdud86UPC9V-2bhW4qEl3B3456i-YrG70ax00l6FIqM9JVU57SzJ96yEY-vI4zU1OU4FtB27QqoYJNgadYjjPIjp5L1q1PRWvhDNjDZMb1faw8E65ZdDEw1L8NzggV_6KmIpvJLyajqhwDfOiOtJK959qr22myQMtukIu8wYl2N_5I8bkNYzLN1WHIkZKuLkHR2jmx4db3DQT_EjgzIRSlgZ0OfoXCBbIsO_r48QZlV0pmh-k5naw/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Iglesia de San Antón,El trazado de la iglesia de San Antón (también denominada San Antonio Abad) forma p...,Patrimonio cultural,"Ribera, 24",Bilbao,Bizkaia,48005.0,Bilbao,f.canizares@artisplendore.com,944 154 262,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-san-anton/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.255144741110605,-2.9232169344180736",43.255144741110605,-2.9232169344180736,4.4,1098.0,https://places.googleapis.com/v1/places/ChIJy843msxPTg0RXVtABlss2wY/photos/Ab43m-t_7ayJksqOJUJ1pDMDhnSJtzXyKpdSaDqKtHomMH8yLp67Vxb80bvdzc0DJIPp54inB8UpCutvwWaLDpe2zIwEDaWqX5oxzm42AJ5G9rqb8zZRPip3-wFNXQ3sL6J3NN6zxwgBKVBfehfHky6QCwlgCl2q7vZ_hYRHQZg9J52NlX4qqFYxLWfFdiVro65KFhd-sQaJoXaC6vgkPawKGb_YtbdBj97i3FZmsVmepHXFixG-tGl-NWMEX16hn9s3KuND_wpcX4SWpxSGuI_bRchSoB5-rq5eMbMRQj-UMCGVLxu3uZ1kvi6CqQJHooL0X8oZDbg1zSUpIt_JF1G1fSKJowasDvm9XO6QBAA6s1ng6V7JDdTt_1jDQk0MokU99IpoVYDuvyEzoeXcn6CRg0O15lEk31UZKAKWzOZvy2Iitw/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Koldo Mitxelena Kulturunea,Koldo Mitxelena Kulturunea es un equipamiento cultural de la Diputación Foral de Gipuzkoa ...,Auditorios; Museos; Galerías de arte y salas de exposiciones,"Urdaneta, 9",Donostia / San Sebastián,Gipuzkoa,20006.0,San Sebastián,km1@gipuzkoa.eus,943 112 760,https://kmk.gipuzkoa.eus/eu/,https://turismoa.euskadi.eus/es/museos/koldo-mitxelena-kulturunea/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.31607351,-1.98163202",43.31607351,-1.98163202,4.4,259.0,https://places.googleapis.com/v1/places/ChIJ1QpEwlalUQ0Rtukoh5iOZa4/photos/Ab43m-tZFfwm0ee3b6H8WCslMq0ZxP-AORSanPdYZlroGHInh05TEr9FOpJam-B9zlXmc62X4aScg4Bcwj-Y9DYMiKJJ8gC8CGQ0n9aM2HwUj2JMD4LI5SeZ1cDDN-m2U_TGZ-zKCfyj83TgDOWy0xnYEczWfvxcVnTJKd66yQST85NAJLK63A5G2ZYS0Is2yCyRrhZ9SxNrD_hG7GwRaf0BxULuGxDpWVHxY3W7-P2e_JBQTY-r1Q7M8NbgETy0fmGbWMAY9pYk1pAorJjw6kJ21kwJYqmJlKOqC_kybM9Re-H-Ow/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Catedral de Santiago,"La catedral, ubicada en el corazón del Casco Viejo de Bilbao, está dedicada al ap&o...",Patrimonio cultural,"Plaza de Santiago, 1",Bilbao,Bizkaia,48005.0,Bilbao,catedraldebilbao@gmail.com,944 153 627,http://catedralbilbao.com/,https://turismoa.euskadi.eus/es/patrimonio-cultural/catedral-de-santiago/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.25728112615832,-2.9238770104754663",43.25728112615832,-2.9238770104754663,4.3,9238.0,https://places.googleapis.com/v1/places/ChIJAe9mcTVOTg0RNX0wHwm6OSs/photos/Ab43m-tgmZcw95Us4JE7eLQEDrTbQrKvfjTOHpUr6IE_49Q6dTWMB8L75uvcE6NVh2RKl-wZKhdZg8MFHRFuRG36Az4XgQxzCzRXyRU-l531fSLBW1fSzZgYtaQDmiOGFu_kZaGewE032u2DClxTrjht7t36yDJk78hpdmIwaO7HSvEbiPoDwDjCTSoVxstFNhqoRSmDqSqon0bhPm2JkjHFaE2UjU14eEAzNIE5FrooaR20vyIKyQiMQsg6bKW9UvmXWQZHzL2l9LGCuoKjb5obcxmyfDw5UchRGfiXTIrrhFoV-XUfD52LCBDvLCjb4Tnk0fTNjEJx70u_B_F1Ch1I3LUGzEIypl7uonFsvEGjjIT0Wi7ObtXOSSLZA8BEE0B5FTUyJZ-st2TJ6HOn1qrASNcTeboGO6VmKN__Xgnnpsnp2UcD_PQ3cd8-_N5MQA/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Teatro Victoria Eugenia,"El Teatro Victoria Eugenia, ubicado en la zona céntrica de San Sebastián, es uno de...",Teatros y Cines,"C/ República Argentina, 2",Donostia / San Sebastián,Gipuzkoa,20004.0,"Costa Vasca,San Sebastián",victoria_eugenia@donostia.eus,943 481 160,http://www.victoriaeugenia.eus,https://turismoa.euskadi.eus/es/teatros-cines/teatro-victoria-eugenia/webtur00-content/es/,0.0,900.0,0.0,Patrimonio Cultural,"43.32202,-1.980022",43.32202,-1.980022,4.7,2587.0,https://places.googleapis.com/v1/places/ChIJ5Z-10U-lUQ0R3gURw027OBs/photos/Ab43m-tVHHYxLNxCmLGyswlurxzj-CthLzXsNyJ11DhaYVJ_KqXs_ctM3J-3q8sYd53YQIeUAm73xzLezWPwrqjzOuoo8gpBoRWP-7QtPPvqFYqJ-Fr0wrvUhNUueDTas6uf2AwfW7n9B4Ht4iuIiW1h8dgjI13n9YDBz5BPCFqTIkNMsDzSZXwDinYdUndnk9FQaeOheLBrRGnkHTbDmeJRwpfnVcyU-A6BDIAqnLJh_cP0pPjG5bJVogezw5VgnEumiDLdXifB34L_0B-AsJ3wPkJu2H4XqndKgBuZ8351nd8bbR-YTks_E0Q0c9IOe3OfKbje9hmXGQ22ym4O16xWPboOIBoETt0Z_ZXVDqZ81ejSBqE8kzWWgL0xDJ69qWIIKjCpE1VbSTbKPLqfKbn1LRy6onB7YmMfPUCqf2Rylgnsmobg/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Ermita de San Pelaio,La pequeña ermita de San Pelaio está situada entre Bakio y el cabo Matxitxako. Es u...,Patrimonio cultural,Barrio San Pelaio,Bakio,Bizkaia,48130.0,Costa Vasca,turismo@bakio.org,946 193 395,,https://turismoa.euskadi.eus/es/patrimonio-cultural/ermita-de-san-pelaio/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.43742614499594,-2.783827059835864",43.43742614499594,-2.783827059835864,4.4,195.0,https://places.googleapis.com/v1/places/ChIJGzHZ8RBBTg0Ryskbx4NT1vI/photos/Ab43m-sZFMxOFnfV_qMkuXR9vY2lScS4t6RGBMvy5SbGFq4sMIA-jVulUEwzVtWWGZcNvbNDPrAabr7pY8JuVsT1U72v5Mqt7UfxnLyrTtIzlrYJCJu6cuZ7vFsPbIa-O3iBc0UUIqt2Jjti8h2cpxpc7uh1oDoIB0C7QH9qhPLaKfiVoxSEaLVjWnASdNd1Qo2d6Byx9GGjJyOyk-XbNvEdKRN5EOhWG8OQYG7AvR3LhOyxk-GdJz7UY53br-5PpFdYgFPxn7-PzQLQGiUqcoG-VxT1pTaNZsYrHE0DAzJYTGC6UVKA7ZOYy4N_xVeCIaj7Vx1VaIqFDhkKrI0dKAgE9DcwjeiuDsllfxJZE8bTiWn6Ccf2T534VoS_7HMIuKzNvoqrY_LaTZ4a--XdL3VFuFnhU-nbC2UZsHPt_KEk6BZScAy3/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Basílica de Begoña,"La Basílica de la Virgen de Begoña, patrona de Bizkaia, domina Bilbao desde un cerc...",Patrimonio cultural,"Calle Virgen de Begoña, 38",Bilbao,Bizkaia,48006.0,Bilbao,,944 127 091,,https://turismoa.euskadi.eus/es/patrimonio-cultural/basilica-de-begona/webtur00-content/es/,0.0,0.0,1.0,Patrimonio Cultural,"43.25879028,-2.91408392",43.25879028,-2.91408392,4.6,6828.0,https://places.googleapis.com/v1/places/ChIJOb4NoLZPTg0Rx4IQBRxgKq0/photos/Ab43m-vtfe5TDm-t_va2yX3IIxZJf16lW-qI7OV6siq_wehuSrLQVT9ye6bgSj1Y18CHIVosPJ6ff8H-yBCEAK47cOFRmEo4EWo42SjLV8Scbt59hgzN0MVAHgdyAjQHoO6LGuVSeaVSKelwKEh3nGV4AzGMUENtYUK-5AY2K_DGi3B3ddsuIA8-oeeuFEWzPGju0pFTbEECsZ1cwC_aJvmP2toQLTGqzQyBOcomL3vAMeN17aYmgjJl52je5upy7XdeUzK8OBR9H4qWM0hjQrmCkzFGIwfwJ1BvFA5x9C-5Y49HexOkvO05c-hDPOsbM5MIpFa5IeZJQsXHlv2m-MZUw6d5KsSsxvWHcjBXH-Fw1N_nOVMZHndUCAtschgYXI61slRcE2oX9JLcMm4C-CkGy8t6g3H4kCTtqJWGR-gSvmA0lQ/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Palacio de la Diputación de Bizkaia,El Palacio de la Diputación de Bizkaia es el mejor ejemplo del eclecticismo dentro del art...,Patrimonio cultural,Gran Vía Don Diego López de Haro 25,Bilbao,Bizkaia,48009.0,Bilbao,bisitak@bizkaia.eus,946 083 537,http://web.bizkaia.eus/es,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-de-la-diputacion-de-bizkaia/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.26217945,-2.9320655",43.26217945,-2.9320655,4.5,172.0,https://places.googleapis.com/v1/places/ChIJsUuVsNBPTg0RMSX8EgVmiq8/photos/Ab43m-uX6XnFc4ATADI76qhocyfWOgkbqzQx-pXxAoYDI1w02kCYc0K3Eg-Jcjr3MsOfzlKMmbpNoPcfjeeJOZd3l5mHntq1DC4bEFF-Y-Caavi8jJ43SpZRBeU8_Ink0OFHlq-zZ121ktoneRLSprcg7Xpp_jDVnhOtw7dy4-_ulnPg9PnB9TwWpNniZKGe0QXpdKOmXTTIYnx9Y2Ab-1xhsGcS7ZFFgw-Dn05cNtELau1pZttb8fTteZGlpYZwFSSgeaFEAatplCnRQjBqJDThTRkIMAnlixowr6Gik1VPkUJfSe8-6U5HlVKg5dQjcCbY3Uq7TUS9ZmzUN-UC7K1ZXKBI5yLr6EtTN6owBqYx7pZoCzhuqDdKGqbpck9ZyIWcPypzvMU12iTNquexVcsAD1TDpRYaAOPLEoqWffUhb989-w/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
San Juan de Gaztelugatxe,"San Juan de Gaztelugatxe, un destino #TopEuskadi: Para acceder a la Ermita de San Juan de Gaztelu...",Patrimonio cultural,Isla de Gaztelugatxe (carretera Bermeo-Bakio),Bermeo,Bizkaia,48370.0,Costa Vasca,turismoa@bermeo.org,946 179 154,https://turismo.euskadi.eus/es/san-juan-de-gaztelugatxe/webtur00-recursostop/es/,https://turismoa.euskadi.eus/es/san-juan-de-gaztelugatxe/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.447281973705856,-2.78498138629152",43.447281973705856,-2.78498138629152,4.7,3826.0,https://places.googleapis.com/v1/places/ChIJHUULrwNATg0RvmXqxf2BP6A/photos/Ab43m-vZdfK7UCrgQHgfg4MJPHDbipfWIrO0CV_Sxh_F_Ogc4x_gKxKrupa5hBQrLZeDdYLbdnPUEzzAiNU7Hu0yHMhw8BFn099k-kDWWsLOrH_uxqRvB_SCKJYSYWvOtxAnPX4GDBK_KYIPyaPaKIuge8I8CgdZ5IWoZCevZM2oG0vCPMYOqU2IeQmPAyqItiqbkG-fqIxny-mIFjSY_zmFhXedT4_nybhVhzREZPnPjvy9RMrb_makEOK1-EAeWNIjG7TsM7xyRDDU6no4G78_8GHLgrjN5a9rclYgzP1DGHmePNujNvh_GOeig5sCA0O1o0IcWV2jdwKWZt9XZIP7P_H_9B-yEbkZ5tsXcWLSZ7U__-UK_zTsgYgUe9xjBTI4fSJR0WjMIPtqzOZTGuQhJwV0x7sdrfe0oOVw83iDLSnGuw/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Iglesia de Andra Mari,La Iglesia de Andra Mari o Santa María es el edificio religioso más antiguo de Gald...,Patrimonio cultural,Barrio Elexalde,Galdakao,Bizkaia,48960.0,Montes y Valles vascos,,944 010 500,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-andra-mari/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.2363892,-2.8328195999999934",43.2363892,-2.832819599999993,4.4,75.0,https://places.googleapis.com/v1/places/ChIJg9XXaEJJTg0RMqIoexCDjF4/photos/Ab43m-vah5xJyth2zEFJ1zPXvqz4q9UKlOVKnlX0ubc0ENGm54MjNGCJeGjcHC6_3E-nLWN8N7y1_ZyUpHElckiTFyX14EcjKG4FOrX9mMK9XuGlfX3J5y01RSKmWwc7GWvx70TweJETaNDfUAjLxBNnHQabjqph8shHkIJIluwTbkAgq_QeXLIYYI1sff1WGRBy2g_3jwd1R3CBZZvZof3giAazoCdJ2NiuL1Xv6scx13TNZ1iNCU7JtEdQUUyAvndPZ6eB-ncmDcUr116_0LE93saq6MjjbPGP4kMlqL3nmCAknyi5oiDkSmgsip7IZVOjYiW93gTxajbdv9NfxqLkyDnrctIvOJIjNVqtM2Apd7Y1PIjEmjz481TdS3T-4tj83ikyv5sH0h9uCVgPprAHI0MniJSdbJI7Un9yiAcvGy6ZAVYM/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Necrópolis de Argiñeta,"La necrópolis de Argiñeta, tanto por el número y calidad de sus element...",Patrimonio cultural,Barrio Zenita,Elorrio,Bizkaia,48230.0,Montes y Valles vascos,turismoa@elorrio.eus,946 820 164,,https://turismoa.euskadi.eus/es/patrimonio-cultural/necropolis-de-argineta/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.13989363781302,-2.5360636597412256",43.13989363781302,-2.5360636597412256,4.5,650.0,https://places.googleapis.com/v1/places/ChIJMVp_R6nUTw0RzxjYWYj-S8E/photos/Ab43m-shl7dSBAYmhrfjFk5RjwE9i3cJDORKDq0oxUrwZjv_JkJ4acXq_uTvvvKxQytF_20OOAyy9E-q52Uj1JrVm-uNMWJPa3bkbtPBrqH2sVHIlzNNqsgn3Mc-ouTWzhJWCytOAp-AXAm8zqTFovh-N2KhO3lF69K29inFjpuE0du-HDM6t8laYzRrpJ1HKcc21mfOMTloEFG_ArlIVVtFtNYssgr-qsWbR_Z6ckDV8xwlyzxOR3pfcLi4xmTZFBji4yAjEUVMyfJ7HW9MeIYrm63H-0p-Af58tJwWM-EehqeQbBJKvj672eQsdLfl-kDRbEy-XGSH3kzU5L6tQ7G6DhGqiVOx9ViH4SaJNMJ2PMnVCfIjDskWn4R0hFeWpc2HmhG9DF51cEKkYaXc9zFdLmrUlljQOZNKHwrrj1kO38xG0g/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Cuevas de Santimamiñe,Las cuevas de Santimamiñe están situadas en un paraje incomparable: la orilla derec...,Patrimonio cultural,Barrio Basondo,Kortezubi,Bizkaia,48315.0,Montes y Valles vascos,santimamine@bizkaia.eus,944 651 657,,https://turismoa.euskadi.eus/es/patrimonio-cultural/cuevas-de-santimamine/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.34650604,-2.6366073",43.34650604,-2.6366073,4.1,1044.0,https://places.googleapis.com/v1/places/ChIJux314xdawokRiwFjb3BdGgU/photos/Ab43m-tEft75dKlWrPs0XhyVQ_QEJbISof-EDWCl2DYzhgQI60flEFgO0byk97bneqkcjwTkY8XYgHCyKKgnsuV2rFw5b5Rkh0K2iX76NmCOzQIaulFBT6bZYq84UCI2e95w33C4h_h_-fq2sL39tqNu9e6BjWzz70ANFTYLQowrSCvJ6a-vtZieWlcnieQ1C3XAyyOpfSWYnH71cpdcNfLQMEqtuxeUf0GoCTCYjGBGarCwQc1TxLy53tzyFErwxmncRpB3i-CDxUxSyGXJaIDD2DoOS3WRgcHhJpQ0hRiQzQQ8mPs9Fn1HBekkbbBj40MJOPi5lv1Pr0fSLdcUsnbbX6fg4rd59ct9L1oOgsQyVcs5S5rOXhku1QJUrzfVD1gQP1pMLDPc2XiuBeYANpkqAXqjZ6u1CYzuI_iXNSBwwX_jGg/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Castillo de Butrón,"El castillo de Butrón nos traslada a la Edad Media, a las guerras banderizas entre diferen...",Patrimonio cultural,Butrón s/n,Gatika,Bizkaia,48110.0,Montes y Valles vascos,,,,https://turismoa.euskadi.eus/es/patrimonio-cultural/castillo-de-butron/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.37150575591259,-2.913674658166552",43.37150575591259,-2.913674658166552,,,https://places.googleapis.com/v1/places/ChIJMRvzpWFDTg0R2ba055QYbQk/photos/Ab43m-tG_eixlfItlqOOBj3cINGu0YNtuxQfQMI-Pkh062dWFD-wOwVK-OLbdSFg-HpiUgjuGpN8saugQ_y1iAyUHlpKKtZbRtBuprmU7EYb6AnMCF2eKtSamOnFhujWC-UcWTgncr-WT-GiEbbypRWli7cUDkEaKb8vp8b9hASkoTMrG8nmLYsBkZ5yK2y0SnIm1KpPvqzVK2fDX3r--mbnniWRaU0cTm4WM-9J8ZeYAsg7wojkdc73YD44J_OFvvyQ-gSLiOPjggErvUGIG2-eSfOF9Yu6nAMy7XufVXaS3zjvg5LE11bpVBziIgQ8bU0Jh3qUE5deet5CtiLV-JGPawqGi-mwI0upqZTfayt31ph6plQPuU_EN8ap4_eoEmJKOAA1uhs1htonW1B5FTEtJIyIUtdPX7Y7npoefuq-4X6NEj3z/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Menhir de Itaida,"Junto a un cruce de la pista que va desde el alto de Opakua hasta Urbasa, se encuentra el menhir ...",Patrimonio cultural,Parzonería de Entzia,Agurain/Salvatierra,Araba/Álava,1200.0,Montes y Valles vascos,2turismo@arabakolautada.eus,945 302 931,https://www.visitlautada.com/,https://turismoa.euskadi.eus/es/patrimonio-cultural/menhir-de-itaida/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"42.848183324999304,-2.389012750781262",42.8481833249993,-2.389012750781262,4.6,34.0,https://places.googleapis.com/v1/places/ChIJY4Tpw7wXUA0RGS7uTbm0uyA/photos/Ab43m-uDEw622ZhH5_pfJvBVIGsPQksKwIB3F1mi4DMzpzRvAUJ9q6Ox6XViSWLgw8ehjhbukXDB_C9o_SjOy7haZ2sStI2Xlgq5wrffbMvtOa33syriJnP2TA-Bz8ydTOyCxciV5rdXLtw7S5igjhal5DEpHmTZZ8fvUrLs1G4-FGkl_2X-otepmFTqo5mxK3QZIVx6uy9CU3R9AdubgFtjW9I4Ob29c7DD2kWsyDN8ruUbpsjsQc1aXjtLUFzj5D-sZ_9Ld5DgucyNhwpdU8ZF9CJjLQV1-3M5ogIT6DJI4a4v0HGFPank9VfZVzR9TtrSYz4WNThv9cWBBls1xTmhZ77LKSt2J7MZkwiwNQECXlym34XOropGvZg5j-uGpKRnRb9bV0mvqkiDYhXiZS4iOTKnELW8O-8A2UbKUgCsvdHM5ZV3/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Crómlech de Mendiluze,"El crómlech de Mendiluze fue descubierto en 1983 en las campas de Legaire, en la Sierra de...",Patrimonio cultural,Sierra de Entzia,Agurain/Salvatierra,Araba/Álava,1200.0,Montes y Valles vascos,2turismo@arabakolautada.eus,945 30 29 31,https://www.visitlautada.com/,https://turismoa.euskadi.eus/es/patrimonio-cultural/cromlech-de-mendiluze/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"42.83963787797031,-2.286363888549772",42.83963787797031,-2.286363888549772,4.8,154.0,https://places.googleapis.com/v1/places/ChIJ8WbblOEXUA0RU6bUNLScsvM/photos/Ab43m-utZzwLZPmNlhyiUVflQNaa1cQRR0QD2_Qqyc9dCfNJIjk5e8SOQwgrhO2teNYJNKZf9VIEaHkcmfRdRe1NpVoKOhZnu04g6H8ouL_v3VfIrEzqaeUwJcrhDEQh8Nl2OU1xXU8xHNeGS06S1wsMHBoPjuE14f4oWWpdVn65KWW9wY7IJbmJSaccoLZv000fTVTGK-2PKaOQhqNb4GPO3HhS9VdcYNcO6SjQipmvBdT_8_b2t_tqkQCUK_-hz_KOae7ctrIOdpKYN_czGbGb_UcUsfhRGVElMtokb4MrewtMOD2yH7_w7mA_ogaCn-LBVX8HjLUVTLFGwwyaDeqABvBf_7_kLvMXU3lcbN6kz1bcVkprCmoP6yx4k2iPmMipDuui6I57f7YGSYs0rQ4TSlYPdMzHK-Q1l9ijQH6_-74/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Dolmen de Sorginetxe,El Dolmen de Sorginetxe es un monumento funerario construido aproximadamente en el añ...,Patrimonio cultural,,Agurain/Salvatierra,Araba/Álava,1200.0,Montes y Valles vascos,2turismo@arabakolautada.eus,945 302 931,,https://turismoa.euskadi.eus/es/patrimonio-cultural/dolmen-de-sorginetxe/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"42.8279007,-2.372036699999967",42.8279007,-2.372036699999967,4.6,518.0,https://places.googleapis.com/v1/places/ChIJvZRuaZ4ZUA0RNRG0T_axaXE/photos/Ab43m-vhdEYsY9rTx3joLJaCga-LMEyxdFa5HVKP6Hu_2Z5dnLSHdfVrkxT3qB39U3uFCnr2fw5wcjvZZ9WWXOMaYsT77vdhFE_Ikt_AbXnLURvZ6ZgwXQYtxC1v88toXmY4TWtkorRjuWJSC3BfPp_XzqVoto_Mut0eiJS8-JP1hr1u_F1b1aiAsV_tv_dmFK6o6086x5_ZaBsD4TAC_OKtuylhIy2WrbAFioJyvucpXUY9hnGtTx7_0fu8o1fNYDJG-GE_UQ-qQBK-KtCnWagvTgbQ3XDMsWWrsf8mcG3Tqo0H1buKSUQk6yyz6KB5ckBXM9AXYyOggn040I6t9MLpRFSzjSkgJm_W8PL2nCOq6EZG35yDuIas2b12TAyEGknwfdM0YXX-vbrdf2dyLciDOykiYyWDXQqcD0oq8-KmOr-UDxfA/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Cuevas de Altxerri,Las cuevas de Altxerri se encuentran dentro del complejo de cuevas prehistóricas...,Patrimonio cultural,Barrio Ubegun,Aia,Gipuzkoa,20809.0,Montes y Valles vascos,iturraran@gipuzkoanatura.eus,943 835 389,,https://turismoa.euskadi.eus/es/patrimonio-cultural/cuevas-de-altxerri/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.2695630796511,-2.1343071057128715",43.2695630796511,-2.1343071057128715,3.5,2.0,https://places.googleapis.com/v1/places/ChIJVeKbhzK2UQ0RhG-MAYzUGCI/photos/Ab43m-u7nFemnas7eLSmakLSelcJbtII_sA798lm20QBxQhCn7avLoprFhXkdmxqiSXljR2UQ45AE-F4W6NhfNP6ibsFSrf1vXv_VL-Zd6XAEWqEDsNgAF6VTj5wheesDUOAuE7JSftAsjSKBNzGkOcCwaoKNTo44u9dFUkD3HUV75czKbwFput1HPGAvnthb-kYka4kUAlLR4ly--WvxF6tzU9Q82hO6cxvzmu-q077rYerKbQEaPAqqpgB-5yjWKDfvhzHIeIkngOXRnZo5AcdGTk-U_9kielPBV-Q0mBox827oqh0mRWdv7voepFSZh_kUqHZyhK4Ou16Y8Z8EZ53AyvU_COH21QJV0tCzBHYFnEOZEPwyhNG7v3seFAP_RaCWijXsL09_bOMXqQYvkwO7JMkpjosDR93ksTWtWlLGLB2RjI/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Ekainberri,"Pueden ser contemplados en la réplica que se ha hecho de la cueva de Ekain, denominada Eka...",Patrimonio cultural,"Portale kalea, 1",Zestoa,Gipuzkoa,20740.0,Montes y Valles vascos,info@ekainberri.com,943 868 811,https://www.ekainberri.eus/,https://turismoa.euskadi.eus/es/patrimonio-cultural/ekainberri/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.23679162600305,-2.2673777868469642",43.23679162600305,-2.267377786846964,4.6,39.0,https://places.googleapis.com/v1/places/ChIJOVAQFwDPUQ0Roet7wngniqE/photos/Ab43m-s80wabfzD_RRTswc8Rw1VU29IAxNW7m_aKDoMMxivVtHw4Qle_RjO4dX1MsYcu0F4R9JBvymQIGLdAdnGfGziR4IPsfgrfSqAPINM-91aq-mPg52Mx9Giv6AKQYz6y7gr3bhjGXual6mzFnTpwJqLY5EpLLE8foCsHH8liG5hIb6C6459YEJsF-j8WMFkixP0hMq4-UnsmQvdA1xg-1R4ZdkbLxspFn63SMjjHXNixj0ElO3Lr1M7g5bdsHhqkdXbhHxPpB6z1iYPl4g-OnmXHu45M8QT0cuMB4wD88YjCl-zh-GP_zilbTpANXTi7wngezQzMaDkDGSYMutIklLMX3r-7fpXZ7kds9jcHN0--ecsEpvno4F4JFuoro_2-nHu6o1vNOlNoq9LNzNveJxV5Kk16yAnKnesNDLw0epfYFXr0scvY7E3qoxFwZ5Lp/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
